name,path,bytes,bytes_humanized,modified,mod_year,extension,category,mimetype,folder1,folder2
660580.xml,\660,48036,48.0 kB,2008-03-20T09:21:37,2008,xml,text,text/xml,\660,.
660619.html,\660,22633,22.6 kB,2007-03-29T04:41:34,2007,html,text,text/html,\660,.
660764.html,\660,5352,5.4 kB,2005-12-08T20:02:31,2005,html,text,text/html,\660,.
660832.ppt,\660,401920,401.9 kB,2003-08-29T09:42:20,2003,ppt,application,application/vnd.ms-powerpoint,\660,.
660982.html,\660,43052,43.1 kB,2007-05-31T17:00:08,2007,html,text,text/html,\660,.
783081.pdf,\783,1008839,1.0 MB,2007-07-23T13:27:15,2007,pdf,application,application/pdf,\783,.
783117.jpg,\783,2446,2.4 kB,1997-02-12T07:24:06,1997,jpg,image,image/jpeg,\783,.
783204.xls,\783,70144,70.1 kB,2006-02-23T06:46:27,2006,xls,application,application/vnd.ms-excel,\783,.
783451.pdf,\783,888603,888.6 kB,2007-12-04T12:45:24,2007,pdf,application,application/pdf,\783,.
783547.pdf,\783,152770,152.8 kB,2008-07-16T16:10:01,2008,pdf,application,application/pdf,\783,.
783605.xls,\783,44544,44.5 kB,2008-02-20T16:17:31,2008,xls,application,application/vnd.ms-excel,\783,.
783808.pdf,\783,39689,39.7 kB,2002-05-07T09:54:00,2002,pdf,application,application/pdf,\783,.
783958.ps,\783,1411814,1.4 MB,2005-02-24T14:56:19,2005,ps,application,application/postscript,\783,.
783965.xls,\783,28424,28.4 kB,2007-07-19T02:06:27,2007,xls,application,application/vnd.ms-excel,\783,.
617008.txt,\617,32658,32.7 kB,1998-10-31T05:27:51,1998,txt,text,text/plain,\617,.
617154.pdf,\617,9463,9.5 kB,2009-01-04T01:19:42,2009,pdf,application,application/pdf,\617,.
617185.xls,\617,47616,47.6 kB,2008-07-29T13:12:18,2008,xls,application,application/vnd.ms-excel,\617,.
617292.pdf,\617,73082,73.1 kB,1998-01-23T13:42:02,1998,pdf,application,application/pdf,\617,.
617402.html,\617,5889,5.9 kB,2009-02-17T11:49:09,2009,html,text,text/html,\617,.
617413.xml,\617,2085,2.1 kB,2009-02-13T09:44:19,2009,xml,text,text/xml,\617,.
617426.xls,\617,2151424,2.2 MB,2008-11-15T12:55:33,2008,xls,application,application/vnd.ms-excel,\617,.
617516.html,\617,94197,94.2 kB,2009-02-17T11:49:49,2009,html,text,text/html,\617,.
617650.ppt,\617,1333248,1.3 MB,2008-12-02T08:50:40,2008,ppt,application,application/vnd.ms-powerpoint,\617,.
617758.xml,\617,2159,2.2 kB,2009-02-17T11:51:10,2009,xml,text,text/xml,\617,.
617923.xls,\617,51712,51.7 kB,2007-04-18T16:49:28,2007,xls,application,application/vnd.ms-excel,\617,.
617942.pdf,\617,3613333,3.6 MB,2004-02-03T11:40:16,2004,pdf,application,application/pdf,\617,.
710097.pdf,\710,42019,42.0 kB,2002-07-30T13:34:46,2002,pdf,application,application/pdf,\710,.
710118.pdf,\710,529683,529.7 kB,2006-01-12T16:43:41,2006,pdf,application,application/pdf,\710,.
710210.gz,\710,155525,155.5 kB,2007-06-04T15:43:04,2007,gz,application,application/octet-stream,\710,.
710211.gz,\710,131517,131.5 kB,2007-06-04T15:43:19,2007,gz,application,application/octet-stream,\710,.
710359.xml,\710,10308,10.3 kB,2009-01-16T11:31:06,2009,xml,text,text/xml,\710,.
710461.jpg,\710,266661,266.7 kB,1999-12-02T17:13:08,1999,jpg,image,image/jpeg,\710,.
710570.doc,\710,3317248,3.3 MB,1999-04-06T20:53:56,1999,doc,application,application/msword,\710,.
710599.gif,\710,9663,9.7 kB,1998-12-29T12:13:34,1998,gif,image,image/gif,\710,.
710628.jpg,\710,163151,163.2 kB,1998-02-20T12:56:45,1998,jpg,image,image/jpeg,\710,.
684052.html,\684,22158,22.2 kB,2009-03-16T13:42:14,2009,html,text,text/html,\684,.
684184.eps,\684,32239,32.2 kB,1997-10-27T19:13:39,1997,eps,application,application/postscript,\684,.
684211.swf,\684,22497,22.5 kB,2008-11-24T08:37:05,2008,swf,application,application/x-shockwave-flash,\684,.
684292.xls,\684,28672,28.7 kB,2008-12-11T11:08:17,2008,xls,application,application/vnd.ms-excel,\684,.
684421.pdf,\684,69140,69.1 kB,2006-05-16T17:05:31,2006,pdf,application,application/pdf,\684,.
684504.txt,\684,25955,26.0 kB,2004-05-16T00:14:06,2004,txt,text,text/plain,\684,.
684550.ppt,\684,228864,228.9 kB,2008-06-04T09:08:13,2008,ppt,application,application/vnd.ms-powerpoint,\684,.
684770.gif,\684,54523,54.5 kB,2009-02-18T18:53:29,2009,gif,image,image/gif,\684,.
684798.gif,\684,32232,32.2 kB,2009-02-18T18:53:25,2009,gif,image,image/gif,\684,.
684888.html,\684,99862,99.9 kB,2005-07-26T10:49:32,2005,html,text,text/html,\684,.
684926.html,\684,53066,53.1 kB,2009-03-15T23:10:45,2009,html,text,text/html,\684,.
767023.jpg,\767,740702,740.7 kB,2006-06-06T19:24:31,2006,jpg,image,image/jpeg,\767,.
767150.gif,\767,5811,5.8 kB,2000-07-11T19:54:18,2000,gif,image,image/gif,\767,.
767373.pdf,\767,693805,693.8 kB,2005-09-14T09:29:56,2005,pdf,application,application/pdf,\767,.
767513.pdf,\767,563113,563.1 kB,2007-12-19T08:17:36,2007,pdf,application,application/pdf,\767,.
767624.txt,\767,58339,58.3 kB,2001-05-16T17:49:28,2001,txt,text,text/plain,\767,.
789265.ppt,\789,5257728,5.3 MB,2007-04-27T12:42:28,2007,ppt,application,application/vnd.ms-powerpoint,\789,.
789269.doc,\789,456192,456.2 kB,2005-01-25T00:16:42,2005,doc,application,application/msword,\789,.
789332.jpg,\789,915365,915.4 kB,2006-06-06T19:25:07,2006,jpg,image,image/jpeg,\789,.
789336.jpg,\789,33500,33.5 kB,2004-08-06T12:51:25,2004,jpg,image,image/jpeg,\789,.
789428.xml,\789,83234,83.2 kB,2007-05-15T15:50:00,2007,xml,text,text/xml,\789,.
789431.log,\789,115062,115.1 kB,2008-01-16T09:03:01,2008,log,application,application/octet-stream,\789,.
789460.pdf,\789,110116,110.1 kB,2007-01-25T15:57:51,2007,pdf,application,application/pdf,\789,.
789586.pdf,\789,57686,57.7 kB,2007-07-19T03:01:35,2007,pdf,application,application/pdf,\789,.
789695.pdf,\789,112018,112.0 kB,2007-02-22T09:37:37,2007,pdf,application,application/pdf,\789,.
789756.gif,\789,3708,3.7 kB,2002-06-21T16:40:24,2002,gif,image,image/gif,\789,.
320166.doc,\320,182272,182.3 kB,2007-01-09T10:32:18,2007,doc,application,application/msword,\320,.
320176.doc,\320,13657600,13.7 MB,2004-01-30T22:03:40,2004,doc,application,application/msword,\320,.
320248.pdf,\320,99147,99.1 kB,2007-08-23T17:12:50,2007,pdf,application,application/pdf,\320,.
320259.pdf,\320,438761,438.8 kB,2007-08-14T11:15:44,2007,pdf,application,application/pdf,\320,.
320270.xls,\320,50176,50.2 kB,2006-08-24T16:47:52,2006,xls,application,application/vnd.ms-excel,\320,.
320457.pdf,\320,2481236,2.5 MB,2008-01-10T09:50:55,2008,pdf,application,application/pdf,\320,.
320486.ps,\320,256069,256.1 kB,2004-11-30T11:53:56,2004,ps,application,application/postscript,\320,.
320509.doc,\320,50176,50.2 kB,2004-07-27T14:40:35,2004,doc,application,application/msword,\320,.
320523.doc,\320,274944,274.9 kB,2008-07-22T12:20:22,2008,doc,application,application/msword,\320,.
320538.ppt,\320,1985536,2.0 MB,2004-07-23T15:06:21,2004,ppt,application,application/vnd.ms-powerpoint,\320,.
320590.pdf,\320,1462120,1.5 MB,2008-02-26T23:32:24,2008,pdf,application,application/pdf,\320,.
320672.txt,\320,179021,179.0 kB,2008-01-09T11:30:59,2008,txt,text,text/plain,\320,.
320787.pdf,\320,145117,145.1 kB,2008-12-04T10:15:54,2008,pdf,application,application/pdf,\320,.
320794.xls,\320,35840,35.8 kB,2009-02-10T12:56:06,2009,xls,application,application/vnd.ms-excel,\320,.
357114.html,\357,6981,7.0 kB,2009-02-15T23:04:57,2009,html,text,text/html,\357,.
357180.txt,\357,16857,16.9 kB,2007-10-31T14:41:30,2007,txt,text,text/plain,\357,.
357297.html,\357,87263,87.3 kB,2009-01-06T11:05:29,2009,html,text,text/html,\357,.
357361.txt,\357,51938,51.9 kB,2006-02-15T10:03:24,2006,txt,text,text/plain,\357,.
357465.pdf,\357,14972,15.0 kB,2006-10-19T14:35:00,2006,pdf,application,application/pdf,\357,.
357826.xls,\357,324096,324.1 kB,2002-11-18T12:07:22,2002,xls,application,application/vnd.ms-excel,\357,.
357833.ps,\357,318986,319.0 kB,2004-02-22T21:18:06,2004,ps,application,application/postscript,\357,.
357959.html,\357,15112,15.1 kB,2009-02-15T23:21:21,2009,html,text,text/html,\357,.
464158.txt,\464,24360,24.4 kB,2004-12-13T15:00:40,2004,txt,text,text/plain,\464,.
464159.pdf,\464,231362,231.4 kB,2007-04-02T17:06:44,2007,pdf,application,application/pdf,\464,.
464166.pdf,\464,4940,4.9 kB,2007-02-24T16:26:21,2007,pdf,application,application/pdf,\464,.
464188.html,\464,35141,35.1 kB,2009-03-15T02:46:10,2009,html,text,text/html,\464,.
464262.sgml,\464,107941,107.9 kB,2008-01-30T12:01:33,2008,sgml,text,text/x-sgml,\464,.
464592.xls,\464,18944,18.9 kB,2007-01-23T15:36:52,2007,xls,application,application/vnd.ms-excel,\464,.
464679.gif,\464,61900,61.9 kB,2001-06-28T14:47:43,2001,gif,image,image/gif,\464,.
464743.rtf,\464,30537,30.5 kB,2002-03-27T16:24:38,2002,rtf,application,application/msword,\464,.
849127.ppt,\849,1547264,1.5 MB,2008-04-15T22:28:39,2008,ppt,application,application/vnd.ms-powerpoint,\849,.
849193.gif,\849,27699,27.7 kB,1998-03-06T12:33:06,1998,gif,image,image/gif,\849,.
849365.doc,\849,139264,139.3 kB,2007-09-28T17:23:04,2007,doc,application,application/msword,\849,.
849471.log,\849,112582,112.6 kB,2008-01-16T07:42:04,2008,log,application,application/octet-stream,\849,.
849532.html,\849,19772,19.8 kB,2009-03-16T08:37:22,2009,html,text,text/html,\849,.
849611.html,\849,13099,13.1 kB,2005-08-11T13:34:00,2005,html,text,text/html,\849,.
849625.pdf,\849,7742,7.7 kB,1997-11-26T11:02:26,1997,pdf,application,application/pdf,\849,.
849657.jpg,\849,575531,575.5 kB,2001-07-23T07:28:49,2001,jpg,image,image/jpeg,\849,.
587047.html,\587,23058,23.1 kB,2009-03-15T23:33:11,2009,html,text,text/html,\587,.
587175.xml,\587,2435,2.4 kB,2009-01-16T11:32:22,2009,xml,text,text/xml,\587,.
587200.xml,\587,118084,118.1 kB,2007-12-17T12:38:38,2007,xml,text,text/xml,\587,.
587275.html,\587,64492,64.5 kB,2009-03-16T14:13:58,2009,html,text,text/html,\587,.
587371.html,\587,159363,159.4 kB,2009-03-16T14:14:01,2009,html,text,text/html,\587,.
587499.txt,\587,61816,61.8 kB,2008-09-23T15:16:39,2008,txt,text,text/plain,\587,.
587527.xml,\587,2739,2.7 kB,2005-08-13T13:48:31,2005,xml,text,text/xml,\587,.
587612.pdf,\587,204278,204.3 kB,2008-02-27T14:24:35,2008,pdf,application,application/pdf,\587,.
587651.doc,\587,20992,21.0 kB,2007-08-27T10:43:37,2007,doc,application,application/msword,\587,.
587660.pdf,\587,8755827,8.8 MB,2007-04-12T20:39:20,2007,pdf,application,application/pdf,\587,.
587771.pdf,\587,1497301,1.5 MB,2008-02-27T14:24:37,2008,pdf,application,application/pdf,\587,.
587782.html,\587,48586,48.6 kB,2005-07-21T10:30:00,2005,html,text,text/html,\587,.
587901.swf,\587,728741,728.7 kB,2007-10-03T17:00:10,2007,swf,application,application/x-shockwave-flash,\587,.
587976.xml,\587,17719,17.7 kB,2005-04-20T05:10:01,2005,xml,text,text/xml,\587,.
413016.html,\413,26603,26.6 kB,2009-02-16T15:52:51,2009,html,text,text/html,\413,.
413221.txt,\413,16788,16.8 kB,2008-11-25T18:08:38,2008,txt,text,text/plain,\413,.
413292.jpg,\413,51226,51.2 kB,2002-06-13T13:33:23,2002,jpg,image,image/jpeg,\413,.
413330.pdf,\413,58906,58.9 kB,2007-03-02T17:05:38,2007,pdf,application,application/pdf,\413,.
413339.pdf,\413,89836,89.8 kB,2007-02-12T15:43:51,2007,pdf,application,application/pdf,\413,.
413351.html,\413,90156,90.2 kB,2009-02-16T15:53:51,2009,html,text,text/html,\413,.
413361.html,\413,12865,12.9 kB,2006-10-17T20:24:15,2006,html,text,text/html,\413,.
413419.rtf,\413,31091,31.1 kB,1998-08-03T15:01:50,1998,rtf,application,application/msword,\413,.
413448.ppt,\413,2310656,2.3 MB,2008-03-05T04:13:24,2008,ppt,application,application/vnd.ms-powerpoint,\413,.
413454.pdf,\413,23173,23.2 kB,2005-03-14T15:58:17,2005,pdf,application,application/pdf,\413,.
413556.txt,\413,2216,2.2 kB,2008-10-09T16:06:02,2008,txt,text,text/plain,\413,.
413612.doc,\413,181760,181.8 kB,2005-10-05T09:29:41,2005,doc,application,application/msword,\413,.
413771.html,\413,14138,14.1 kB,2009-02-16T15:57:10,2009,html,text,text/html,\413,.
413848.jpg,\413,17192,17.2 kB,2000-08-15T15:00:57,2000,jpg,image,image/jpeg,\413,.
413994.xls,\413,112640,112.6 kB,2005-08-03T10:28:20,2005,xls,application,application/vnd.ms-excel,\413,.
933296.doc,\933,414720,414.7 kB,2008-07-29T10:31:08,2008,doc,application,application/msword,\933,.
933310.html,\933,5113,5.1 kB,2007-02-07T08:59:51,2007,html,text,text/html,\933,.
933396.ppt,\933,1958912,2.0 MB,2008-09-11T09:45:51,2008,ppt,application,application/vnd.ms-powerpoint,\933,.
933424.xml,\933,76256,76.3 kB,2007-03-21T14:36:30,2007,xml,text,text/xml,\933,.
933845.pdf,\933,20271,20.3 kB,2000-08-01T10:49:56,2000,pdf,application,application/pdf,\933,.
933895.html,\933,32678,32.7 kB,2009-02-20T03:01:02,2009,html,text,text/html,\933,.
933905.html,\933,52384,52.4 kB,2009-03-16T02:33:22,2009,html,text,text/html,\933,.
569074.gz,\569,8951,9.0 kB,2002-04-26T10:03:16,2002,gz,application,application/octet-stream,\569,.
569077.html,\569,11239,11.2 kB,2009-03-15T23:44:05,2009,html,text,text/html,\569,.
569206.txt,\569,14038,14.0 kB,2003-01-25T05:10:39,2003,txt,text,text/plain,\569,.
569210.html,\569,20297,20.3 kB,2009-03-15T23:43:53,2009,html,text,text/html,\569,.
569223.xml,\569,38595,38.6 kB,2005-03-08T05:10:03,2005,xml,text,text/xml,\569,.
569262.txt,\569,11138,11.1 kB,2008-06-26T03:05:42,2008,txt,text,text/plain,\569,.
569353.html,\569,38068,38.1 kB,2009-02-17T05:11:34,2009,html,text,text/html,\569,.
569514.java,\569,14089,14.1 kB,2003-12-09T15:32:10,2003,java,application,application/octet-stream,\569,.
569671.xls,\569,63488,63.5 kB,2005-03-18T14:21:10,2005,xls,application,application/vnd.ms-excel,\569,.
569688.csv,\569,21543,21.5 kB,2007-03-21T13:49:28,2007,csv,application,application/vnd.ms-excel,\569,.
569695.doc,\569,70656,70.7 kB,2002-05-31T14:31:14,2002,doc,application,application/msword,\569,.
569751.html,\569,122204,122.2 kB,2009-03-15T23:43:24,2009,html,text,text/html,\569,.
569758.log,\569,5569,5.6 kB,2008-04-11T10:36:11,2008,log,application,application/octet-stream,\569,.
569778.xml,\569,5630,5.6 kB,2009-02-17T05:12:29,2009,xml,text,text/xml,\569,.
569909.html,\569,17819,17.8 kB,2009-03-18T21:17:03,2009,html,text,text/html,\569,.
569959.xml,\569,94247,94.2 kB,2002-05-20T10:46:58,2002,xml,text,text/xml,\569,.
944049.jpg,\944,51439,51.4 kB,2008-04-29T08:01:33,2008,jpg,image,image/jpeg,\944,.
944239.jpg,\944,40246,40.2 kB,2008-01-11T23:13:15,2008,jpg,image,image/jpeg,\944,.
944372.html,\944,82407,82.4 kB,1998-01-08T19:44:10,1998,html,text,text/html,\944,.
944564.pdf,\944,96821,96.8 kB,2009-02-20T04:05:40,2009,pdf,application,application/pdf,\944,.
944773.xls,\944,29696,29.7 kB,2005-06-13T08:57:23,2005,xls,application,application/vnd.ms-excel,\944,.
944800.jpg,\944,76607,76.6 kB,2008-04-12T02:03:17,2008,jpg,image,image/jpeg,\944,.
944828.xml,\944,20067,20.1 kB,2009-03-02T12:58:00,2009,xml,text,text/xml,\944,.
054018.pdf,\054,1029596,1.0 MB,2005-07-01T11:32:20,2005,pdf,application,application/pdf,\054,.
054095.html,\054,572866,572.9 kB,2009-02-08T13:44:32,2009,html,text,text/html,\054,.
054283.txt,\054,32420,32.4 kB,2009-01-24T18:51:02,2009,txt,text,text/plain,\054,.
054353.html,\054,52175,52.2 kB,2009-02-08T13:46:05,2009,html,text,text/html,\054,.
054363.html,\054,14731,14.7 kB,2009-02-08T13:46:08,2009,html,text,text/html,\054,.
054385.html,\054,72726,72.7 kB,2009-02-07T05:19:50,2009,html,text,text/html,\054,.
054466.html,\054,6765,6.8 kB,2009-02-08T13:46:42,2009,html,text,text/html,\054,.
054471.html,\054,18447,18.4 kB,2009-02-08T13:46:44,2009,html,text,text/html,\054,.
054617.doc,\054,6031872,6.0 MB,2006-04-13T20:18:20,2006,doc,application,application/msword,\054,.
054708.pdf,\054,2638173,2.6 MB,2005-04-04T17:24:54,2005,pdf,application,application/pdf,\054,.
054953.html,\054,2619,2.6 kB,2009-02-22T18:39:29,2009,html,text,text/html,\054,.
023196.txt,\023,17812,17.8 kB,1994-01-31T15:53:53,1994,txt,text,text/plain,\023,.
023669.txt,\023,763,763 Bytes,2005-06-28T17:13:47,2005,txt,text,text/plain,\023,.
023713.txt,\023,162772,162.8 kB,2002-03-06T14:39:43,2002,txt,text,text/plain,\023,.
023773.pdf,\023,29621,29.6 kB,2007-03-01T15:42:43,2007,pdf,application,application/pdf,\023,.
023820.html,\023,35231,35.2 kB,2009-02-06T04:16:59,2009,html,text,text/html,\023,.
023849.pdf,\023,138781,138.8 kB,2005-09-22T18:58:56,2005,pdf,application,application/pdf,\023,.
023952.html,\023,763145,763.1 kB,2008-07-30T04:46:36,2008,html,text,text/html,\023,.
023984.txt,\023,102245,102.2 kB,1997-07-23T15:56:05,1997,txt,text,text/plain,\023,.
159325.html,\159,10102,10.1 kB,2008-11-06T03:03:31,2008,html,text,text/html,\159,.
159533.html,\159,16650,16.7 kB,2007-01-29T17:23:55,2007,html,text,text/html,\159,.
159663.pdf,\159,771117,771.1 kB,2007-01-30T09:47:25,2007,pdf,application,application/pdf,\159,.
159764.pdf,\159,115087,115.1 kB,2006-07-30T17:41:30,2006,pdf,application,application/pdf,\159,.
159843.txt,\159,501907,501.9 kB,2002-09-29T17:28:54,2002,txt,text,text/plain,\159,.
159889.pdf,\159,55137,55.1 kB,2004-02-27T11:10:06,2004,pdf,application,application/pdf,\159,.
159981.txt,\159,39432,39.4 kB,2000-01-27T10:44:00,2000,txt,text,text/plain,\159,.
029017.pdf,\029,246181,246.2 kB,2003-12-16T10:13:40,2003,pdf,application,application/pdf,\029,.
029241.xls,\029,9849344,9.8 MB,2009-01-09T02:02:20,2009,xls,application,application/vnd.ms-excel,\029,.
029388.html,\029,58903,58.9 kB,2009-02-06T04:52:04,2009,html,text,text/html,\029,.
029397.txt,\029,31429,31.4 kB,2004-06-24T07:42:29,2004,txt,text,text/plain,\029,.
029399.log,\029,154,154 Bytes,2006-01-31T08:37:23,2006,log,application,application/octet-stream,\029,.
029451.pdf,\029,982527,982.5 kB,2006-02-22T15:27:02,2006,pdf,application,application/pdf,\029,.
029461.pdf,\029,106589,106.6 kB,2008-01-31T14:19:03,2008,pdf,application,application/pdf,\029,.
029719.ppt,\029,3745280,3.7 MB,2006-05-16T22:21:52,2006,ppt,application,application/vnd.ms-powerpoint,\029,.
029928.pdf,\029,217199,217.2 kB,2008-12-31T11:22:23,2008,pdf,application,application/pdf,\029,.
124110.pdf,\124,329191,329.2 kB,2005-01-03T12:10:48,2005,pdf,application,application/pdf,\124,.
124185.pdf,\124,4761906,4.8 MB,2006-11-06T14:28:15,2006,pdf,application,application/pdf,\124,.
124192.pdf,\124,513416,513.4 kB,2004-07-28T09:56:53,2004,pdf,application,application/pdf,\124,.
124229.pdf,\124,1041272,1.0 MB,2008-06-18T14:43:43,2008,pdf,application,application/pdf,\124,.
124256.xls,\124,18432,18.4 kB,2005-10-14T11:14:46,2005,xls,application,application/vnd.ms-excel,\124,.
124406.html,\124,13595,13.6 kB,2009-02-09T19:13:07,2009,html,text,text/html,\124,.
124586.doc,\124,431104,431.1 kB,2008-09-22T17:58:54,2008,doc,application,application/msword,\124,.
124631.html,\124,58536,58.5 kB,2009-02-09T19:17:02,2009,html,text,text/html,\124,.
124964.txt,\124,6602,6.6 kB,1999-04-30T14:08:16,1999,txt,text,text/plain,\124,.
153179.pdf,\153,10773,10.8 kB,2007-11-08T10:22:50,2007,pdf,application,application/pdf,\153,.
153202.xls,\153,39936,39.9 kB,2007-03-22T13:04:24,2007,xls,application,application/vnd.ms-excel,\153,.
153210.xls,\153,14083072,14.1 MB,2009-02-10T21:30:53,2009,xls,application,application/vnd.ms-excel,\153,.
153268.txt,\153,1677,1.7 kB,2004-07-13T22:35:03,2004,txt,text,text/plain,\153,.
153346.jpg,\153,41619,41.6 kB,2007-04-11T18:57:59,2007,jpg,image,image/jpeg,\153,.
153378.doc,\153,38912,38.9 kB,2003-06-19T07:35:09,2003,doc,application,application/msword,\153,.
153568.pdf,\153,7842702,7.8 MB,2006-04-11T10:00:30,2006,pdf,application,application/pdf,\153,.
153626.xls,\153,30720,30.7 kB,2008-09-17T13:49:39,2008,xls,application,application/vnd.ms-excel,\153,.
153670.ppt,\153,7286272,7.3 MB,2006-02-01T10:12:10,2006,ppt,application,application/vnd.ms-powerpoint,\153,.
153684.ppt,\153,4118528,4.1 MB,2004-03-09T11:19:36,2004,ppt,application,application/vnd.ms-powerpoint,\153,.
153694.pdf,\153,36882,36.9 kB,2008-03-12T12:53:24,2008,pdf,application,application/pdf,\153,.
843007.pdf,\843,55238,55.2 kB,2007-08-29T09:46:06,2007,pdf,application,application/pdf,\843,.
843072.jpg,\843,684565,684.6 kB,2005-11-22T13:40:50,2005,jpg,image,image/jpeg,\843,.
843313.pdf,\843,67712,67.7 kB,2007-10-22T11:30:31,2007,pdf,application,application/pdf,\843,.
843429.pdf,\843,953531,953.5 kB,2008-07-14T13:34:18,2008,pdf,application,application/pdf,\843,.
843572.pdf,\843,245329,245.3 kB,2008-12-12T17:49:28,2008,pdf,application,application/pdf,\843,.
843617.html,\843,39934,39.9 kB,2009-03-15T22:55:07,2009,html,text,text/html,\843,.
843673.doc,\843,138240,138.2 kB,2008-10-27T08:47:08,2008,doc,application,application/msword,\843,.
843680.doc,\843,23552,23.6 kB,2006-08-15T18:57:36,2006,doc,application,application/msword,\843,.
843834.pdf,\843,19012,19.0 kB,2008-07-14T13:54:00,2008,pdf,application,application/pdf,\843,.
843860.pdf,\843,27102,27.1 kB,2007-09-07T17:26:07,2007,pdf,application,application/pdf,\843,.
419141.html,\419,635,635 Bytes,2009-02-16T16:11:24,2009,html,text,text/html,\419,.
419160.html,\419,54399,54.4 kB,2009-05-04T02:48:00,2009,html,text,text/html,\419,.
419161.txt,\419,5131,5.1 kB,2008-02-25T08:40:15,2008,txt,text,text/plain,\419,.
419304.txt,\419,2743,2.7 kB,2008-01-11T15:40:26,2008,txt,text,text/plain,\419,.
419879.html,\419,89208,89.2 kB,2009-02-16T16:13:38,2009,html,text,text/html,\419,.
419935.txt,\419,197,197 Bytes,2009-02-12T13:00:50,2009,txt,text,text/plain,\419,.
834243.pdf,\834,79516,79.5 kB,2003-03-05T15:33:47,2003,pdf,application,application/pdf,\834,.
834277.xls,\834,78848,78.8 kB,2008-12-10T08:14:47,2008,xls,application,application/vnd.ms-excel,\834,.
834314.jpg,\834,189283,189.3 kB,2004-08-25T16:22:29,2004,jpg,image,image/jpeg,\834,.
834414.jpg,\834,47959,48.0 kB,2000-05-03T17:13:29,2000,jpg,image,image/jpeg,\834,.
834420.jpg,\834,928966,929.0 kB,2000-03-06T12:48:20,2000,jpg,image,image/jpeg,\834,.
834428.jpg,\834,1191365,1.2 MB,2007-07-13T23:34:57,2007,jpg,image,image/jpeg,\834,.
834623.pdf,\834,57957,58.0 kB,2006-08-29T14:25:17,2006,pdf,application,application/pdf,\834,.
834724.html,\834,25508,25.5 kB,2009-03-16T09:48:08,2009,html,text,text/html,\834,.
834741.ppt,\834,13352448,13.4 MB,2008-04-02T12:18:21,2008,ppt,application,application/vnd.ms-powerpoint,\834,.
834808.html,\834,25903,25.9 kB,2009-05-02T19:02:47,2009,html,text,text/html,\834,.
834842.html,\834,18632,18.6 kB,2009-03-16T09:44:18,2009,html,text,text/html,\834,.
834869.doc,\834,109568,109.6 kB,2009-02-19T04:30:30,2009,doc,application,application/msword,\834,.
514016.txt,\514,18056,18.1 kB,2009-02-24T18:58:21,2009,txt,text,text/plain,\514,.
514025.pdf,\514,293267,293.3 kB,2006-01-03T11:31:41,2006,pdf,application,application/pdf,\514,.
514093.doc,\514,94797,94.8 kB,2001-05-01T11:14:05,2001,doc,application,application/msword,\514,.
514244.xls,\514,60370,60.4 kB,2007-07-19T02:06:06,2007,xls,application,application/vnd.ms-excel,\514,.
514378.html,\514,534481,534.5 kB,2004-05-19T15:23:16,2004,html,text,text/html,\514,.
514857.pdf,\514,1071087,1.1 MB,2006-09-01T15:11:36,2006,pdf,application,application/pdf,\514,.
514989.pdf,\514,1360108,1.4 MB,2007-07-27T15:10:28,2007,pdf,application,application/pdf,\514,.
480262.html,\480,16315,16.3 kB,2009-03-16T00:11:37,2009,html,text,text/html,\480,.
480353.html,\480,11584,11.6 kB,2008-09-04T12:00:20,2008,html,text,text/html,\480,.
480367.gz,\480,4792,4.8 kB,2002-04-26T10:03:15,2002,gz,application,application/octet-stream,\480,.
480408.pdf,\480,2763289,2.8 MB,2008-11-15T11:14:36,2008,pdf,application,application/pdf,\480,.
480429.pdf,\480,5153865,5.2 MB,2008-10-16T06:39:55,2008,pdf,application,application/pdf,\480,.
480537.ppt,\480,2537984,2.5 MB,2008-08-04T15:27:47,2008,ppt,application,application/vnd.ms-powerpoint,\480,.
480542.ps,\480,79691,79.7 kB,1998-02-19T15:15:12,1998,ps,application,application/postscript,\480,.
480659.gz,\480,134141,134.1 kB,2003-02-14T09:01:47,2003,gz,application,application/octet-stream,\480,.
480665.html,\480,39018,39.0 kB,2009-03-16T00:11:11,2009,html,text,text/html,\480,.
939168.jpg,\939,173532,173.5 kB,2005-11-02T16:41:55,2005,jpg,image,image/jpeg,\939,.
939202.doc,\939,31744,31.7 kB,2007-03-08T17:39:12,2007,doc,application,application/msword,\939,.
939315.ppt,\939,2524160,2.5 MB,2007-04-18T20:51:18,2007,ppt,application,application/vnd.ms-powerpoint,\939,.
939506.pdf,\939,112463,112.5 kB,2003-12-19T18:34:48,2003,pdf,application,application/pdf,\939,.
939585.ppt,\939,1602560,1.6 MB,2006-07-06T17:36:35,2006,ppt,application,application/vnd.ms-powerpoint,\939,.
939697.pdf,\939,356804,356.8 kB,2009-02-20T03:26:39,2009,pdf,application,application/pdf,\939,.
939793.ppt,\939,1123328,1.1 MB,2009-02-20T03:27:07,2009,ppt,application,application/vnd.ms-powerpoint,\939,.
939856.gif,\939,17056,17.1 kB,2007-02-05T14:29:48,2007,gif,image,image/gif,\939,.
939888.xml,\939,7686,7.7 kB,2009-02-20T03:27:36,2009,xml,text,text/xml,\939,.
563055.html,\563,7730,7.7 kB,2008-03-04T02:46:42,2008,html,text,text/html,\563,.
563223.pdf,\563,82643,82.6 kB,2008-03-25T03:12:56,2008,pdf,application,application/pdf,\563,.
